company_id,year,capital_allocation,free_cash_flow,fcf_conversion,capex_intensity
PNB,Mar 2021,Mixed,30163.0,,0.96
PNB,Mar 2022,Mixed,18828.0,,1.58
PNB,Mar 2023,Mixed,21860.0,,0.84
PNB,Mar 2024,Growth Funded by Debt,-29445.0,,1.38
POWERGRID,Mar 2013,Mixed,-10394.0,-95.91,168.83
POWERGRID,Mar 2014,Mixed,-11416.0,-88.04,171.26
POWERGRID,Mar 2015,Mixed,-8385.0,-56.17,137.88
POWERGRID,Mar 2016,Mixed,-6568.0,-36.12,104.47
POWERGRID,Mar 2017,Mixed,-2261.0,-10.07,92.76
POWERGRID,Mar 2018,Mixed,-2991.0,-11.52,85.8
POWERGRID,Mar 2019,Shareholder Returns,4544.0,16.88,53.42
POWERGRID,Mar 2020,Shareholder Returns,20006.0,60.83,28.44
POWERGRID,Mar 2021,Shareholder Returns,20159.0,57.75,23.32
POWERGRID,Mar 2022,Liquidating Assets,26877.0,75.02,1.81
POWERGRID,Mar 2023,Shareholder Returns,33065.0,83.55,15.65
POWERGRID,Mar 2024,Shareholder Returns,24176.0,60.7,28.61
RECLTD,Mar 2013,Distress Signal,-19907.0,-150.02,1.11
RECLTD,Mar 2014,Distress Signal,-17108.0,-102.75,0.79
RECLTD,Mar 2015,Distress Signal,-23747.0,-122.44,0.74
RECLTD,Mar 2016,Growth Funded by Debt,-14034.0,-62.53,3.13
RECLTD,Mar 2017,Reinvestor,6704.0,29.86,0.41
RECLTD,Mar 2018,Distress Signal,-32464.0,-168.39,0.2
RECLTD,Mar 2019,Distress Signal,-35409.0,-149.37,1.8
RECLTD,Mar 2020,Distress Signal,-32591.0,-125.54,0.4
RECLTD,Mar 2021,Distress Signal,-42651.0,-132.19,2.42
RECLTD,Mar 2022,Growth Funded by Debt,-1106.0,-3.21,0.73
RECLTD,Mar 2023,Growth Funded by Debt,-38303.0,-101.79,2.39
RECLTD,Mar 2024,Growth Funded by Debt,-59554.0,-124.37,3.85
RELIANCE,Mar 2013,Mixed,9317.0,28.1,6.97
RELIANCE,Mar 2014,Mixed,-29809.0,-85.33,16.86
RELIANCE,Mar 2015,Mixed,-30332.0,-81.0,17.28
RELIANCE,Mar 2016,Shareholder Returns,1948.0,4.66,13.28
RELIANCE,Mar 2017,Mixed,-16651.0,-35.96,21.78
RELIANCE,Mar 2018,Shareholder Returns,3267.0,5.08,17.45
RELIANCE,Mar 2019,Mixed,-52161.0,-61.91,16.63
RELIANCE,Mar 2020,Shareholder Returns,22380.0,25.07,12.15
RELIANCE,Mar 2021,Mixed,-115427.0,-142.87,30.53
RELIANCE,Mar 2022,Mixed,1492.0,1.37,15.71
RELIANCE,Mar 2023,Mixed,22031.0,15.48,10.61
RELIANCE,Mar 2024,Shareholder Returns,45207.0,27.82,12.63
SBILIFE,Mar 2013,Shareholder Returns,903.0,211.48,1.53
SBILIFE,Mar 2014,Shareholder Returns,-542.0,-106.07,4.1
SBILIFE,Mar 2015,Shareholder Returns,2533.0,319.02,0.76
SBILIFE,Mar 2016,Shareholder Returns,-1426.0,-155.0,37.28
SBILIFE,Mar 2017,Shareholder Returns,-507.0,-47.47,29.57
SBILIFE,Mar 2018,Shareholder Returns,1485.0,111.49,26.15
SBILIFE,Mar 2019,Shareholder Returns,-79.0,-5.36,30.38
SBILIFE,Mar 2020,Shareholder Returns,2313.0,171.21,38.78
SBILIFE,Mar 2021,Mixed,4675.0,536.12,23.44
SBILIFE,Mar 2022,Shareholder Returns,241.0,33.01,26.04
SBILIFE,Mar 2023,Shareholder Returns,-1547.0,-1268.03,37.46
SBILIFE,Mar 2024,Shareholder Returns,-2099.0,-853.25,23.65
SHREECEM,Mar 2017,Shareholder Returns,154.0,6.13,23.83
SHREECEM,Mar 2018,Mixed,-1716.0,-69.39,36.56
SHREECEM,Mar 2019,Shareholder Returns,1360.0,48.62,5.73
SHREECEM,Mar 2020,Mixed,-1617.0,-42.88,43.44
SHREECEM,Mar 2021,Shareholder Returns,1603.0,39.18,19.55
SHREECEM,Mar 2022,Shareholder Returns,525.0,14.15,14.28
SHREECEM,Mar 2023,Shareholder Returns,164.0,5.54,13.47
SHREECEM,Mar 2024,Shareholder Returns,1929.0,42.7,6.91
SHRIRAMFIN,Mar 2013,Growth Funded by Debt,-8400.0,-385.5,0.58
SHRIRAMFIN,Mar 2014,Growth Funded by Debt,-4167.0,-208.45,1.32
SHRIRAMFIN,Mar 2015,Growth Funded by Debt,-9656.0,-571.02,0.49
SHRIRAMFIN,Mar 2016,Growth Funded by Debt,-5543.0,-303.89,0.35
SHRIRAMFIN,Mar 2017,Growth Funded by Debt,-2679.0,-135.85,0.02
SHRIRAMFIN,Mar 2018,Distress Signal,-13056.0,-343.13,0.64
SHRIRAMFIN,Mar 2019,Growth Funded by Debt,-5611.0,-147.62,0.49
SHRIRAMFIN,Mar 2020,Growth Funded by Debt,-2519.0,-70.66,0.33
SHRIRAMFIN,Mar 2021,Growth Funded by Debt,-4264.0,-125.34,0.14
SHRIRAMFIN,Mar 2022,Growth Funded by Debt,-8893.0,-242.58,0.18
SHRIRAMFIN,Mar 2023,Distress Signal,-12549.0,-142.62,16.65
SHRIRAMFIN,Mar 2024,Growth Funded by Debt,-31359.0,-298.0,0.71
SUNPHARMA,Mar 2013,Shareholder Returns,982.0,20.53,21.34
SUNPHARMA,Mar 2014,Mixed,1783.0,25.46,13.53
SUNPHARMA,Mar 2015,Shareholder Returns,4114.0,52.12,5.48
SUNPHARMA,Mar 2016,Shareholder Returns,2737.0,33.48,13.86
SUNPHARMA,Mar 2017,Shareholder Returns,2896.0,28.67,13.26
SUNPHARMA,Mar 2018,Shareholder Returns,803.0,14.26,11.72
SUNPHARMA,Mar 2019,Shareholder Returns,1886.0,29.58,1.07
SUNPHARMA,Mar 2020,Shareholder Returns,4330.0,62.01,6.78
SUNPHARMA,Mar 2021,Liquidating Assets,6577.0,77.65,1.21
SUNPHARMA,Mar 2022,Shareholder Returns,3429.0,33.43,14.37
SUNPHARMA,Mar 2023,Mixed,-2261.0,-19.41,16.45
SUNPHARMA,Mar 2024,Shareholder Returns,11372.0,87.36,1.57
TATACONSUM,Mar 2013,Cash Accumulator,197.0,25.58,0.33
TATACONSUM,Mar 2014,Reinvestor,421.0,55.98,0.01
TATACONSUM,Mar 2015,Reinvestor,211.0,26.64,2.59
TATACONSUM,Mar 2016,Liquidating Assets,261.0,71.31,2.18
TATACONSUM,Mar 2017,Liquidating Assets,886.0,112.01,2.14
TATACONSUM,Mar 2018,Reinvestor,325.0,38.74,0.45
TATACONSUM,Mar 2019,Liquidating Assets,263.0,33.46,0.73
TATACONSUM,Mar 2020,Reinvestor,460.0,35.6,6.45
TATACONSUM,Mar 2021,Reinvestor,1310.0,84.84,2.98
TATACONSUM,Mar 2022,Reinvestor,199.0,11.58,10.6
TATACONSUM,Mar 2023,Reinvestor,627.0,33.78,6.05
TATACONSUM,Mar 2024,Mixed,26.0,1.14,12.57
TATAMOTORS,Mar 2013,Shareholder Returns,-806.0,-3.28,12.17
TATAMOTORS,Mar 2014,Shareholder Returns,8160.0,23.41,12.02
TATAMOTORS,Mar 2015,Mixed,-701.0,-1.79,13.77
TATAMOTORS,Mar 2016,Shareholder Returns,1206.0,3.14,13.44
TATAMOTORS,Mar 2017,Mixed,-9372.0,-31.67,14.67
TATAMOTORS,Mar 2018,Mixed,-1282.0,-4.08,8.62
TATAMOTORS,Mar 2019,Mixed,-1987.0,-8.06,6.91
TATAMOTORS,Mar 2020,Mixed,-6482.0,-36.04,12.68
TATAMOTORS,Mar 2021,Mixed,3329.0,10.31,10.28
TATAMOTORS,Mar 2022,Shareholder Returns,9839.0,39.8,1.6
TATAMOTORS,Mar 2023,Shareholder Returns,19971.0,62.77,4.46
TATAMOTORS,Mar 2024,Shareholder Returns,45133.0,75.81,5.2
TATAPOWER,Mar 2013,Shareholder Returns,-740.0,-13.23,12.13
TATAPOWER,Mar 2014,Shareholder Returns,2874.0,41.56,10.1
TATAPOWER,Mar 2015,Shareholder Returns,2116.0,33.58,11.51
TATAPOWER,Mar 2016,Shareholder Returns,5610.0,266.51,6.12
TATAPOWER,Mar 2017,Mixed,-359.0,-6.56,26.73
TATAPOWER,Mar 2018,Shareholder Returns,4852.0,211.42,5.63
TATAPOWER,Mar 2019,Shareholder Returns,4302.0,140.13,0.91
TATAPOWER,Mar 2020,Shareholder Returns,6882.0,101.13,1.69
TATAPOWER,Mar 2021,Liquidating Assets,9338.0,134.92,3.04
TATAPOWER,Mar 2022,Shareholder Returns,443.0,6.3,14.6
TATAPOWER,Mar 2023,Mixed,-97.0,-1.26,13.18
TATAPOWER,Mar 2024,Shareholder Returns,3569.0,33.25,14.69
TATASTEEL,Mar 2013,Reinvestor,936.0,23.61,9.72
TATASTEEL,Mar 2014,Mixed,-2232.0,-13.79,10.35
TATASTEEL,Mar 2015,Reinvestor,2859.0,83.87,6.47
TATASTEEL,Mar 2016,Reinvestor,2661.0,-425.76,8.62
TATASTEEL,Mar 2017,Reinvestor,1334.0,10.15,8.45
TATASTEEL,Mar 2018,Mixed,-3707.0,-17.3,9.52
TATASTEEL,Mar 2019,Reinvestor,-3840.0,-13.1,18.5
TATASTEEL,Mar 2020,Reinvestor,6157.0,35.26,10.02
TATASTEEL,Mar 2021,Reinvestor,34890.0,114.38,6.04
TATASTEEL,Mar 2022,Reinvestor,33476.0,52.73,4.47
TATASTEEL,Mar 2023,Reinvestor,3504.0,10.85,7.47
TATASTEEL,Mar 2024,Reinvestor,6048.0,27.18,6.22
TCS,Mar 2013,Reinvestor,5577.0,30.91,9.59
TCS,Mar 2014,Reinvestor,5299.0,21.07,11.55
TCS,Mar 2015,Reinvestor,17562.0,71.73,1.91
TCS,Mar 2016,Reinvestor,14099.0,45.96,4.61
TCS,Mar 2017,Reinvestor,8328.0,25.77,14.32
TCS,Mar 2018,Liquidating Assets,28171.0,86.64,2.52
TCS,Mar 2019,Liquidating Assets,30238.0,76.54,1.12
TCS,Mar 2020,Liquidating Assets,41337.0,98.17,5.71
TCS,Mar 2021,Reinvestor,30846.0,66.27,4.85
TCS,Mar 2022,Reinvestor,39211.0,73.9,0.38
TCS,Mar 2023,Liquidating Assets,42513.0,71.74,0.24
TCS,Mar 2024,Liquidating Assets,50429.0,78.43,2.53
TECHM,Mar 2013,Mixed,233.0,16.39,9.05
TECHM,Mar 2014,Liquidating Assets,1887.0,45.23,1.55
TECHM,Mar 2015,Shareholder Returns,583.0,13.9,8.24
TECHM,Mar 2016,Shareholder Returns,1684.0,39.53,5.48
TECHM,Mar 2017,Shareholder Returns,1178.0,28.15,9.93
TECHM,Mar 2018,Shareholder Returns,235.0,4.99,10.79
TECHM,Mar 2019,Shareholder Returns,2328.0,37.12,6.06
TECHM,Mar 2020,Liquidating Assets,5439.0,98.84,2.93
TECHM,Mar 2021,Shareholder Returns,2661.0,39.16,14.35
TECHM,Mar 2022,Liquidating Assets,5765.0,71.88,1.08
TECHM,Mar 2023,Shareholder Returns,5346.0,68.87,0.42
TECHM,Mar 2024,Shareholder Returns,5058.0,112.25,2.53
TITAN,Mar 2013,Reinvestor,411.0,40.53,1.4
TITAN,Mar 2014,Growth Funded by Debt,-826.0,-78.89,2.48
TITAN,Mar 2015,Reinvestor,385.0,33.39,0.99
TITAN,Mar 2016,Reinvestor,417.0,44.41,1.41
TITAN,Mar 2017,Reinvestor,759.0,65.21,7.19
TITAN,Mar 2018,Unknown,47.0,2.86,0.61
TITAN,Mar 2019,Reinvestor,446.0,22.37,4.03
TITAN,Mar 2020,Unknown,-113.0,-4.59,1.12
TITAN,Mar 2021,Reinvestor,1340.0,77.68,12.93
TITAN,Mar 2022,Unknown,441.0,13.19,4.05
TITAN,Mar 2023,Mixed,-444.0,-9.09,4.47
TITAN,Mar 2024,Reinvestor,1506.0,28.46,0.37
TORNTPHARM,Mar 2013,Mixed,-94.0,-13.49,7.71
TORNTPHARM,Mar 2014,Mixed,181.0,18.95,10.02
TORNTPHARM,Mar 2015,Mixed,-1303.0,-127.75,45.58
TORNTPHARM,Mar 2016,Shareholder Returns,1873.0,68.53,13.0
TORNTPHARM,Mar 2017,Shareholder Returns,211.0,15.32,13.72
TORNTPHARM,Mar 2018,Mixed,-3783.0,-280.43,78.61
TORNTPHARM,Mar 2019,Shareholder Returns,1552.0,78.27,3.21
TORNTPHARM,Mar 2020,Liquidating Assets,1622.0,74.75,2.88
TORNTPHARM,Mar 2021,Shareholder Returns,1561.0,62.94,5.55
TORNTPHARM,Mar 2022,Shareholder Returns,1607.0,66.1,2.3
TORNTPHARM,Mar 2023,Mixed,33.0,1.16,24.27
TORNTPHARM,Mar 2024,Shareholder Returns,3106.0,92.22,1.49
TRENT,Mar 2013,Mixed,-245.0,-4900.0,12.95
TRENT,Mar 2014,Pre-Revenue,-94.0,940.0,2.06
TRENT,Mar 2015,Growth Funded by Debt,-316.0,-359.09,13.4
TRENT,Mar 2016,Reinvestor,11.0,12.22,5.81
TRENT,Mar 2017,Reinvestor,58.0,43.28,2.43
TRENT,Mar 2018,Reinvestor,73.0,35.1,0.19
TRENT,Mar 2019,Mixed,-16.0,-6.64,1.41
TRENT,Mar 2020,Mixed,-448.0,-84.69,23.21
TRENT,Mar 2021,Liquidating Assets,303.0,265.79,0.69
TRENT,Mar 2022,Liquidating Assets,114.0,19.16,1.24
TRENT,Mar 2023,Reinvestor,492.0,44.17,1.25
TRENT,Mar 2024,Reinvestor,841.0,42.67,4.11
TVSMOTOR,Mar 2013,Reinvestor,344.0,78.54,1.6
TVSMOTOR,Mar 2014,Reinvestor,235.0,47.76,2.8
TVSMOTOR,Mar 2015,Mixed,-332.0,-54.88,4.05
TVSMOTOR,Mar 2016,Reinvestor,331.0,40.42,5.32
TVSMOTOR,Mar 2017,Reinvestor,-20.0,-2.3,5.69
TVSMOTOR,Mar 2018,Mixed,-741.0,-47.17,6.7
TVSMOTOR,Mar 2019,Growth Funded by Debt,-2022.0,-93.48,5.48
TVSMOTOR,Mar 2020,Mixed,-717.0,-31.67,5.78
TVSMOTOR,Mar 2021,Mixed,269.0,12.05,4.54
TVSMOTOR,Mar 2022,Growth Funded by Debt,-3046.0,-110.56,6.04
TVSMOTOR,Mar 2023,Growth Funded by Debt,-5713.0,-141.87,4.09
TVSMOTOR,Mar 2024,Growth Funded by Debt,-2254.0,-40.98,2.56
